id,company_name,industry,website,phone,address,city,country,postal_code,assigned_to,status
131,Солид-товарные рынки,Education,www.ip.biz,86149816428,"бул. Грибоедова, д. 42 стр. 77",г. Кудымкар,Бурунди,918434,7c7c5a17-d13e-4631-8c94-966bc68c511a,Active
132,ЗАО «Соколов Сысоева»,IT,www.rao.com,8 605 662 07 15,"бул. Морозова, д. 9 стр. 8/3",ст. Бийск,Соломоновы Острова,222125,462ef563-75dc-4638-baeb-5d7ca6835ef2,Prospect
133,"ООО «Орлов, Ковалев и Козлов»",Manufacturing,www.amurskaja.org,8 472 289 64 26,"пер. Смирнова, д. 9 стр. 8",г. Когалым,Бутан,909344,ca32c20b-5b70-4044-b0a4-f83b7b00a452,Inactive
134,НПО «Селезнев-Самсонова»,Healthcare,www.fk.biz,+75673810051,"алл. Заозерная, д. 8",клх Валаам,Республика Конго,607763,aa64caf3-db10-44d4-aeff-6da4553c7b84,Active
135,ООО «Григорьев»,Education,www.sokolova.edu,8 (374) 685-98-03,"алл. Торговая, д. 2/3 к. 8/6",п. Кириши,Черногория,998704,5d4ed284-317e-43f8-ac56-4802d36b1c72,Lead
136,Ашан (Auchan),Retail,www.bobilev.org,89352018435,"наб. Громова, д. 2/7 стр. 8/7",к. Нарым,Парагвай,080970,f12d392d-307e-4d38-816c-51a68f765432,Inactive
137,ООО «Хохлова Медведева»,Energy,www.ooo.biz,+7 690 978 66 21,"ул. Павлова, д. 8",п. Малая Вишера,Бангладеш,380586,90f73e7c-5f38-4e79-9533-9612b8567e34,Lead
138,Сафонова Инкорпорэйтед,Consulting,www.avtozapravochnie.edu,8 614 366 0770,"алл. Байкальская, д. 51 к. 4/4",д. Туруханск,Доминика,201973,680551ba-1c0f-4ab2-a55a-da49832494b0,Active
139,"ИП «Лукина, Агафонова и Шарапова»",Retail,www.ooo.info,+77255707451,"пер. Глинки, д. 4 к. 7/2",клх Дагомыс,Босния и Герцеговина,688487,f53ba7b3-c300-4bd9-b8a9-f87c175403ac,Active
140,Группа агропредприятий Ресурс,Retail,www.rao.info,+7 (904) 366-64-22,"бул. Индустриальный, д. 78",клх Оса,Кения,514322,9b92a97c-3d01-4c0f-aedb-89585e98103f,Prospect
141,"ООО «Субботина, Степанов и Комаров»",Retail,www.shchukin.biz,+7 (527) 312-80-86,"ш. Родниковое, д. 794",ст. Ейск,Румыния,586187,b5dc92ff-0e5c-4bf5-83f9-54005d1cd913,Inactive
142,ОАО «Дементьев-Субботин»,Construction,www.npo.org,+7 801 533 7834,"ул. Цветочная, д. 8/5 к. 334",д. Сасово,Турция,991252,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Prospect
143,Военторг,Construction,www.rao.ru,+73581801330,"алл. Санаторная, д. 2",с. Середниково,Коста-Рика,600537,39dd5b71-1690-4156-80cc-027a0c8f1450,Inactive
144,"ООО «Шарапов, Крылов и Щербаков»",Consulting,www.railgo.edu,+72445015593,"бул. Серафимовича, д. 1/6 к. 7",клх Саратов,Армения,943815,9ec9eeab-3e3a-40f4-86a4-6681cb02f57f,Active
145,ЗАО «Кондратьева Лебедева»,Education,www.rao.com,87154437709,"наб. Студенческая, д. 32 стр. 39",клх Гремячинск (Бурят.),Австрия,311604,b60ad4be-9278-4a2b-affd-fd3574e6863c,Active
146,Павлов Лимитед,Logistics,www.td.org,+72748879624,"алл. Стахановская, д. 433",клх Верхнее Пенжино,Антигуа и Барбуда,710924,235fe186-a0f9-4571-9586-7ef9607dcfb9,Inactive
147,РАО «Дьячков»,Finance,www.ip.net,81168916090,"ш. Омское, д. 6/6 стр. 1",к. Рыльск,Сингапур,916318,f1b4b5ce-1a2a-45c2-8cc6-3bfc6b7e13dc,Prospect
148,"ООО «Трофимов, Пономарев и Савин»",Energy,www.severstal.org,+7 080 048 5805,"бул. Курчатова, д. 16 к. 7",с. Льгов,Болгария,124043,de533e47-7160-4cbe-bc90-e7d7769b94e6,Prospect
149,ООО «Князева-Морозова»,Manufacturing,www.zao.biz,8 510 240 7594,"наб. Леваневского, д. 24",п. Ялуторовск,Республика Корея,519076,25139f58-6602-44c9-b0d7-6bcfcad533c1,Prospect
150,Комацу СНГ (Komatsu),Healthcare,www.npo.ru,+7 (659) 586-7867,"ул. Менделеева, д. 202 стр. 87",с. Волоколамск,Марокко,867837,6fd9ce98-d88e-4e3a-8490-c8c2c6068c53,Prospect
151,"РАО «Исаев, Самсонова и Силин»",Energy,www.rusvinil.biz,+7 (430) 320-8148,"бул. Азина, д. 9/9 стр. 5",д. Буденновск,Ботсвана,341500,14153a97-07db-4aba-9926-35f1fa8181e5,Lead
152,АО «Миронов»,Retail,www.ao.net,+7 (849) 692-70-11,"бул. Мичурина, д. 1",г. Гатчина,Тувалу,077033,333a683f-b1b4-463c-9b99-2cd3bd395531,Inactive
153,РАО «Петров-Зимина»,Construction,www.asr-uglesbit.info,+7 090 032 8757,"пр. Цветочный, д. 9/6 к. 514",клх Бузулук,Словения,360309,90f73e7c-5f38-4e79-9533-9612b8567e34,Active
154,Власов и партнеры,Retail,www.zao.org,+7 590 148 45 20,"алл. Белинского, д. 3/1",клх Шатой,Либерия,698082,44ed7c98-8cc7-4f36-ba9c-ca25eb297175,Prospect
155,ИП «Соколова-Сафонов»,Manufacturing,www.npo.com,8 954 575 96 38,"пер. Чкалова, д. 476 стр. 44",п. Октябрьское (Челяб.),Австрия,193706,54bfa54b-6025-467b-aa7f-d368d674b282,Active
156,ЗАО «Соболева-Кононова»,Construction,www.savin.com,+7 (035) 205-43-55,"наб. Котовского, д. 705 стр. 4/7",д. Воскресенск,Кения,706223,326fef3f-8a26-4a01-9085-13fb37483e01,Inactive
157,ОАО «Корнилов-Самсонов»,Retail,www.oao.net,8 (678) 525-7355,"пер. Короткий, д. 6/4 стр. 49",к. Балашов,Нидерланды,650796,1b0ddc6a-e5ab-4b01-95b0-c8e798fa2c50,Inactive
158,ООО «Моисеева-Щербакова»,Consulting,www.ooo.edu,8 614 053 65 71,"пер. О.Кошевого, д. 101",к. Псков,Белиз,335565,cc5244ad-e232-4726-a741-c386676a3d4d,Prospect
159,АО «Зимина-Щукин»,Healthcare,www.rao.net,8 (203) 454-27-67,"ш. Мельничное, д. 3/4 к. 1",г. Мурманск,Индия,667365,7f989e1c-562c-4c27-94f4-fb1c0b2b5748,Active
160,Агафонов Инкорпорэйтед,Healthcare,www.ooo.info,+7 631 544 68 37,"алл. Карбышева, д. 943",ст. Андреаполь,Кипр,512058,05c01860-314c-48b2-a11f-0efb2cbcc845,Prospect
161,ООО «Авдеева Щербаков»,Finance,www.zao.org,8 594 374 2113,"ул. Светлая, д. 77 к. 4",ст. Краснокамск,Китай,602103,0016c387-af40-4251-a23d-2d33d8db8fc3,Lead
162,ЗАО «Мишина-Мясникова»,Logistics,www.ip.ru,+7 563 287 10 13,"бул. 60 лет Октября, д. 1",д. Борзя,Маршалловы Острова,974953,680551ba-1c0f-4ab2-a55a-da49832494b0,Inactive
163,Сэтл групп,Finance,www.ao.com,84068568970,"ш. Городское, д. 5/8",г. Сусуман,Танзания,860977,53954df3-04e4-48a9-a745-976bd512e029,Lead
164,"РАО «Фадеева, Харитонова и Федосеев»",Education,www.satkinski.biz,+72352198477,"наб. Бригадная, д. 943 стр. 609",с. Красноселькуп,Ямайка,965890,e3eb59c7-bcee-4c32-8968-34f4630b5d3b,Inactive
165,ИП «Самсонов»,Finance,www.npo.edu,8 552 689 0568,"бул. Сенной, д. 9/8 к. 6",д. Кажим,Мали,648781,8ca8eeeb-61c3-4ffa-b16b-e0372b50073f,Active
166,ООО «Аксенова-Михеев»,Healthcare,www.npo.com,8 (495) 420-7290,"наб. Ключевая, д. 50 стр. 5/5",клх Саратов,Монако,579352,c042f41d-d271-4439-aba1-483c5fafadaf,Inactive
167,А.П.Р.,Education,www.rao.ru,+7 512 439 13 29,"бул. Алтайский, д. 52 к. 767",г. Сарапул,Киргизия,073915,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Prospect
168,ООО «Васильева»,Construction,www.yarche.biz,8 (596) 702-5315,"наб. Орджоникидзе, д. 357 к. 9",к. Агинское (Забайк.),Сингапур,566420,b78ca4cc-a13b-4c3c-81f9-b6329a7f6c17,Prospect
169,ООО «Зимина»,Energy,www.oao.ru,+7 620 516 5872,"пр. Тукая, д. 314",к. Владимир,Иордания,467815,3f0d11cf-3387-4219-a699-7a6547a8379f,Inactive
170,ООО «Гаврилова Мамонтова»,IT,www.gruppa.org,+7 (435) 212-2574,"ш. Угольное, д. 471 к. 90",д. Белгород,Руанда,353708,44ed7c98-8cc7-4f36-ba9c-ca25eb297175,Active
171,ЗАО «Алексеев»,Education,www.zao.com,80145832611,"ул. Горная, д. 135",д. Тамбей,Белоруссия,480993,706b2b58-712e-4e13-bf6d-02bf92eacd48,Prospect
172,ЗАО «Анисимов»,Construction,www.ao.info,8 259 384 2329,"ул. Баумана, д. 782 стр. 949",к. Калязин,Азербайджан,420891,333a683f-b1b4-463c-9b99-2cd3bd395531,Prospect
173,ООО «Лукин-Бирюкова»,Finance,www.ooo.edu,+7 872 225 1256,"пр. Разина, д. 897 стр. 7",с. Сургут (Хант.),Алжир,894839,9b92a97c-3d01-4c0f-aedb-89585e98103f,Lead
174,ООО «Прохорова Виноградов»,Manufacturing,www.ao.edu,8 (576) 952-5085,"ш. Дарвина, д. 388 стр. 96",г. Можга,Федеративные Штаты Микронезии,102429,c2eee187-c3cb-488a-8247-980b7b483275,Prospect
175,НПО «Фадеев-Громова»,Manufacturing,www.npo.com,+73756276708,"бул. Сибирский, д. 8/4",д. Оренбург,Япония,968415,5d4ed284-317e-43f8-ac56-4802d36b1c72,Prospect
176,ОАО «Кулагина»,Finance,www.oao.ru,8 268 225 9885,"бул. Ленина, д. 752 к. 15",к. Ухта,Азербайджан,669860,6561c367-88b9-480f-ae11-f75e5d5497c1,Lead
177,ОАО «Шашков-Филиппова»,Retail,www.zao.biz,+7 (452) 358-5986,"бул. Киевский, д. 751",ст. Териберка,Монако,917525,de533e47-7160-4cbe-bc90-e7d7769b94e6,Lead
178,НПО «Лукина»,Construction,www.ip.net,+7 (171) 049-09-17,"пер. Овражный, д. 108",п. Лысьва,Сейшельские Острова,634666,377e6772-9e1c-4b21-9a6c-6d98a8850f36,Active
179,ОАО «Макаров»,Logistics,www.lobanova.com,82388303474,"пр. Проточный, д. 567 стр. 73",ст. Ряжск,Республика Корея,345580,151e0785-f19b-499e-9983-9cde827772dc,Lead
180,ИП «Горбунов-Лебедева»,Retail,www.rao.com,+7 723 191 8825,"ул. Мостовая, д. 9/2",к. Вилюйск,Уругвай,453365,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Prospect
181,"РАО «Гордеев, Никифорова и Русаков»",Education,www.oao.net,+7 (538) 224-71-68,"бул. Культуры, д. 2/5 к. 29",клх Александровск-Сахалинский,Тонга,699053,f1b4b5ce-1a2a-45c2-8cc6-3bfc6b7e13dc,Active
182,"ООО «Калашникова, Игнатова и Самойлова»",Energy,www.neste.biz,+7 (043) 058-05-64,"бул. 1 Мая, д. 48 к. 430",д. Кандалакша,Колумбия,574684,b60ad4be-9278-4a2b-affd-fd3574e6863c,Prospect
183,Гущина Инкорпорэйтед,Construction,www.ooo.net,8 196 429 8091,"наб. Карбышева, д. 2/6 стр. 427",ст. Сочи,Гондурас,511148,377e6772-9e1c-4b21-9a6c-6d98a8850f36,Inactive
184,Хохлов Инк,Retail,www.ao.net,87481948664,"ш. Морозова, д. 878 стр. 9",п. Александровск,Сент-Люсия,626899,4e7190e1-758f-4dd1-8536-79cded9adfcf,Lead
185,ООО «Воронцов Мамонтов»,Logistics,www.morozova.org,+7 (473) 495-19-17,"ш. Севастопольское, д. 8 стр. 47",ст. Домбай,Лихтенштейн,119176,6147fcda-5527-4f1c-8387-12a048a0dbe6,Lead
186,ИП «Наумова-Новиков»,IT,www.ao.edu,8 (654) 009-64-43,"бул. Сплавный, д. 5/4 стр. 510",г. Хатанга,Словения,903495,de533e47-7160-4cbe-bc90-e7d7769b94e6,Lead
187,"ООО «Кудрявцев, Калинина и Лукин»",Logistics,www.zao.org,8 675 795 5494,"ш. Автомобилистов, д. 72 к. 3",д. Барнаул,Киргизия,908664,39dd5b71-1690-4156-80cc-027a0c8f1450,Active
188,"ЗАО «Захарова, Тетерина и Наумов»",Retail,www.npo.edu,+7 (722) 312-6703,"пр. Льва Толстого, д. 70 стр. 7/6",п. Благовещенск (Амур.),Восточный Тимор,990364,f0445761-f8ea-4d17-840b-8abde2c14d9c,Active
189,"ИП «Мамонтова, Ершова и Фомина»",Healthcare,www.ip.info,8 401 039 73 35,"наб. Репина, д. 6/4 к. 69",ст. Ангарск,Хорватия,660009,05c01860-314c-48b2-a11f-0efb2cbcc845,Active
190,Центральная пригородная пассажирская компания,Education,www.oao.com,+7 (363) 528-1109,"наб. Гражданская, д. 93",д. Чулым,Палау,068179,4e7190e1-758f-4dd1-8536-79cded9adfcf,Lead
191,Ильина Лтд,Finance,www.ooo.ru,8 (812) 158-11-62,"пер. Нахимова, д. 1/5 стр. 7",с. Курск,Эфиопия,338650,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Prospect
192,НПО «Королев»,Education,www.rao.ru,+7 (373) 316-0912,"ш. Медицинское, д. 2/1",д. Пушкинские Горы,Йемен,367814,c042f41d-d271-4439-aba1-483c5fafadaf,Inactive
193,ЗАО «Коновалова Бурова»,Manufacturing,www.rao.biz,+7 (552) 493-53-08,"пр. Угольный, д. 1/2 стр. 9/4",к. Мирный,Исландия,113481,b60ad4be-9278-4a2b-affd-fd3574e6863c,Active
194,РАО «Маслова»,Healthcare,www.rao.ru,8 (605) 407-04-87,"ул. Макаренко, д. 93",ст. Томск,Германия,764702,91c50326-d6a0-425b-9de3-0a9f485c3897,Inactive
195,Юг Руси,Consulting,www.rao.net,8 (082) 754-86-59,"алл. Рябиновая, д. 34 стр. 132",клх Калачинск,Эритрея,309089,748c2a48-973d-474d-8b58-6181ae2d41fb,Lead
196,Ярче!,Logistics,www.ooo.ru,8 (980) 170-7378,"бул. Солнечный, д. 40 к. 4",к. Наро-Фоминск,Австралия,228400,7d1c45b2-ff6f-48a9-a689-fd6e1dd821ce,Active
197,АО «Антонов Королев»,Finance,www.ooo.info,+7 (849) 470-61-10,"наб. Фурманова, д. 863 к. 4/2",д. Иваново,Болгария,930399,748c2a48-973d-474d-8b58-6181ae2d41fb,Prospect
198,ЗАО «Селиверстова-Кабанова»,Manufacturing,www.zikova.biz,83049154252,"ш. Олега Кошевого, д. 1/3 стр. 8/4",д. Витим,КНДР,037178,1d64c1c8-d0af-4367-95f1-a38458985cd6,Prospect
199,ЗАО «Пестов-Цветкова»,Finance,www.ooo.net,8 064 249 3331,"наб. Гастелло, д. 5 стр. 450",к. Юрьев-Польский,Гватемала,740645,de533e47-7160-4cbe-bc90-e7d7769b94e6,Active
200,ИП «Бобылева Кудряшова»,IT,www.avdeev.info,8 895 843 3677,"пр. Свердлова, д. 9/8",к. Славгород,Федеративные Штаты Микронезии,460371,151e0785-f19b-499e-9983-9cde827772dc,Inactive
201,"РАО «Ершова, Афанасьев и Михеев»",Finance,www.ao.edu,+7 (435) 147-97-70,"алл. Логовая, д. 47 к. 6/1",к. Пушкино (Моск.),Лихтенштейн,697678,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Active
202,ЗАО «Ситников Дементьева»,Construction,www.rao.edu,+7 524 759 1757,"ш. Щетинкина, д. 2/2",п. Таганрог,Алжир,088638,fe2d484a-5fcd-478c-90a6-976604a12fe8,Active
203,НПО «Матвеева»,Education,www.npo.org,8 (574) 317-07-19,"бул. Февральский, д. 19",клх Амурск,Оман,669971,b5dc92ff-0e5c-4bf5-83f9-54005d1cd913,Active
204,ИП «Колобов Сазонова»,Construction,www.egorova.biz,82135000858,"алл. Шоссейная, д. 1/4 стр. 69",с. Балашов,Чад,354719,c79ef18a-241f-4f0d-9e99-4b46ab236ef0,Prospect
205,ЗАО «Исаков»,Logistics,www.zao.edu,8 (222) 850-1345,"алл. Зои Космодемьянской, д. 967 стр. 70",п. Казань,Мали,175099,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Active
206,ОАО «Куликов-Маркова»,Logistics,www.zao.edu,8 (534) 797-85-60,"наб. Мелиоративная, д. 93 к. 3",д. Белоярский,Новая Зеландия,726272,b5dc92ff-0e5c-4bf5-83f9-54005d1cd913,Lead
207,"РАО «Никонов, Филиппов и Куликов»",Manufacturing,www.zao.org,8 (141) 353-0121,"пр. Радужный, д. 64 стр. 89",д. Учалы,Барбадос,503109,05c01860-314c-48b2-a11f-0efb2cbcc845,Lead
